domain,group_id,label,text,words,split
finance,finance:934,0,"You havent signed a contract, so you are only an authorised contact so you have nothing to worry about at all.  Your credit reference can only be affected if you are a signed party on the contract.  I would imagine that they wont remove your details as you may assist them by contacting your emplorer, and effectively chase the debt for them especially if you seem to be family member or a friend of the business owner. How did you find out about the debt, did they phone you?  If you really want peace of mind, you could write to them and confirm that you are not authorised to be contacted by phone or in writing regarding the debt, and that you are not in anyway liable for the debt and that your contact details must be put beyond use, and as you are concerned, say that if they take any further action against you such as affect your credit ref etc then you will take them to 'your' local magistrates court to seek compensation.  Use strong terms and insist they must do what you ask rather than just say that you would like something done etc.  Say that you 'Will' take further action which is generic, and that you 'May' do specific things so that it sounds strong but you haven't have committed to any thing in particular.  This would most likely be more than enough to stop further contact.",241,train
finance,finance:934,1,"It is important to address this situation as soon as possible, as debt collection agencies can be aggressive in their efforts to collect a debt.If you are named on a letter from a debt collection agency, it is important to determine whether you are actually responsible for the debt. If you are not responsible for the debt, you should contact the debt collection agency and explain the situation to them. You may also want to consider sending a letter disputing the debt, stating that you are not responsible for it and requesting that they stop contacting you.If you are responsible for the debt, you should try to negotiate a payment plan with the debt collection agency. If you are unable to pay the full amount of the debt, you may be able to negotiate a reduced payment or a longer repayment period.If you are unable to reach an agreement with the debt collection agency, you may need to seek legal advice. It is important to act promptly, as the longer you wait to address the debt, the more difficult it may be to resolve.",184,train
finance,finance:467,0,"Sure, it's irresponsible for an executor to take actions which endanger the estate.  But what about passivity or inaction?  Put it another way.  Is it the obligation of the executor to avoid making revenue for the estate?  Think about it - what a silly idea!   Consider a 12-unit apartment building full of rent paying tenants.  A tenant gives notice and leaves.  So do 4 more.  With only 7/12 tenants, the building stops being a revenue center and becomes a massive money pit.  Is that acceptable?  Heck no!  Realistically this will be managed by a property management company, and of course they'll seek new tenants, not stopping merely because the owner died.  This situation is not different; the same fiscal logic applies.  The counter-argument is usually along the lines of ""stuff might happen if you rent it out""... true. But the stuff that happens to abandoned houses is much worse, and much more likely: squatters, teen ""urban explorers"", pot growers, copper thieves, winter pipe freeze flooding and wrecking interiors, etc.  Don't take my word on it -- ask your insurer for the cost of insuring an abandoned house vs. a rented one.  Renting brings a chunk of cash that comes in from tenants - $12,000/year on a $1000/mo. rental. And that will barely pay the bills if you have a young mortgage on a freshly purchased house at recent market rates.  But on an old mortgage, renting is like printing money.  That money propagates first to the estate (presumably it is holding back a ""fix the roof"" emergency fund), and then to the beneficiaries.  It means getting annual checks from the estate, instead of constantly being dunned for another repair.  But I don't care about making revenue (outside of putting back a kitty to replace the roof).  Even if it was net zero, it means the maintenance is being done.  This being the point.  It is keeping the house in good repair, occupied, insured, and professionally managed -- fit and ready for the bequest's purpose: occupancy of an aunt.  What's the alternative?  Move an aunt into a house that's been 10 years abandoned?  Realistically the heirs are going to get tired/bored of maintaining the place at a total cash loss, maintenance will slip, and you'll be moving them into a neglected house with some serious issues.  That betrays the bequest, and it's not fair to the aunts. Rental is a very responsible thing to do.  The executor shouldn't fail to do it merely out of passivity.  If you decide not to do it, there needs to be a viable alternative to funding the home's decent upkeep.  (I don't think there is one).  Excluding a revenue-producing asset from the economy is an expensive thing to do.",454,train
finance,finance:467,1,"There are several steps that your relatives can take to minimize their out-of-pocket expenses on your father's estate:Gather all necessary documents: This includes the will, any trust documents, deeds to property, and financial statements. Having all of these documents in one place will make it easier to manage the estate and minimize expenses.Appoint an executor: The executor is responsible for managing the estate and ensuring that all of the assets are distributed according to your father's wishes. It is important to appoint an executor who is organized, responsible, and trustworthy to minimize any potential issues or expenses.Identify and value the assets: Your relatives should make a list of all of the assets that are part of the estate, including property, investments, and personal possessions. They should also determine the value of each asset in order to properly distribute them.Pay off any debts: The executor should pay off any debts that your father had at the time of his death, including credit card debts, mortgage payments, and any other outstanding bills. This will help to minimize the expenses associated with the estate.Consider using a financial planner: A financial planner can help your relatives to make informed decisions about how to manage the estate and minimize expenses. They can also help to ensure that the assets are distributed according to your father's wishes in a tax-efficient manner.Review the will regularly: Your relatives should review the will regularly to ensure that it still reflects your father's wishes and to make any necessary updates. This will help to minimize any potential conflicts or disputes that could arise after your father's death.",267,train
finance,finance:3165,0,"A mutual fund makes distributions of its dividends and capital gains, usually once a year, or seminanually or quarterly or monthly etc; it does not distribute any capital losses to its shareholders but holds them for offsetting capital gains in future years, (cf, this answer of mine to a different question). A stock pays  dividends; a stock neither has nor does it  distribute capital gains: you get capital gains (or losses) when you sell the shares of the stock, but these are not called distributions of any kind. Similarly, you incur capital gains or losses when you  redeem shares of mutual funds but these are not called distributions  either. Note that non-ETF mutual fund shares are generally not bought and sold on stock exchanges; you buy shares directly from the fund and you sell shares back (redeem them) directly to the fund.  All of the above transactions are taxable events for the year to you unless the shares are being held in a tax-deferred account or are tax-free for other reasons (e.g. dividends from a municipal bond fund).",178,train
finance,finance:3165,1,"A distribution is a payment or transfer of money from an investment account, such as a retirement account or mutual fund. Distributions can be made for a variety of reasons, such as to fund withdrawals or to pay out dividends or capital gains earned by the investments in the account.Withdrawal, on the other hand, refers to taking money out of an investment account for personal use. For example, you might make a withdrawal from a retirement account to pay for a major purchase or to use as income during retirement. Withdrawals from certain types of accounts, such as traditional 401(k)s or individual retirement accounts (IRAs), may be subject to taxes and penalties if made before a certain age. It's important to understand the rules and tax implications of making withdrawals from your investment accounts.",134,train
finance,finance:1260,0,"There is probably a better way, but you can do the following: (1) Right click on the right pointing arrow next to the ""1-20 of xx rows"" message at the bottom right of the table, and select ""Copy link location"" (2) Paste that into the location (3) At the end of the pasted text there is a ""&output=json"", delete that and everything after it. (4) hit enter What you get is a page that displays the set of securities returned by and in a very similar display to the ""stock screener"" without the UI elements to change your selections. You can bookmark this page.",104,train
finance,finance:1260,1,"To save a set of criteria in the Google Finance Stock Screener:Go to the Google Finance website and click on the ""Stock Screener"" link located on the left side of the page.Enter your desired criteria in the various fields on the page, such as price, market cap, and industry. You can also use the ""Add a filter"" option to add additional criteria.Once you have entered your criteria, click on the ""Save"" button located at the top of the page.A pop-up window will appear asking you to name your saved criteria and choose a folder to save it in. You can either create a new folder or select an existing one.Click on the ""Save"" button in the pop-up window to save your criteria. You can access your saved criteria by clicking on the ""Saved"" tab located on the left side of the page.To edit or delete a saved set of criteria, click on the ""Saved"" tab and then click on the criteria you want to modify. You can then make any necessary changes or click on the ""Delete"" button to remove the criteria.",182,train
finance,finance:3050,0,"There are two reasons leases are generally a worse deal than buying. First, inherent in the lease is the concept of trading in the car at the end of the lease term. As we all know, cars depreciate the most in the first year or two. By repeatedly leasing cars on short time frames, you own the vehicles during those most expensive years. Of course there's nothing stopping you from doing the same thing when buying (be it via cash or loan), but leasing builds in a schedule and encourages you to stick to it. Second, it is easier for the dealer salesperson to hide things from the consumer in a lease contract. Most salespeople will try to get a car purchaser to focus on the monthly payment, or they'll four-box the purchaser, but even then there's only 4 numbers, and most consumers have a rough idea what they are and what they mean. But in a lease the numbers in question are renamed and obscured. ""Price"" becomes ""capitalized cost"". ""Interest rate"" becomes ""money factor"" and is divided by 2400, making it look really small and not easily translatable without a calculator or pencil and paper. ""Down payment"" becomes a capitalized cost reduction. There's a new concept ""residual value."" Neither of those reasons change when interest rate is lower.",219,train
finance,finance:3050,1,"There are several factors to consider when deciding whether to buy or lease a car, and whether it is more economical to do one or the other will depend on your specific circumstances. Here are a few things to consider when making this decision:How much you can afford: If you have a limited budget, leasing a car may be a more affordable option because it typically requires a smaller upfront payment and lower monthly payments compared to financing a car purchase.How long you plan to keep the car: If you plan to keep the car for a long time, it may be more economical to buy it outright because you will eventually own the vehicle and won't have to make monthly payments. If you only plan to keep the car for a short time, leasing may be a more economical option because you won't have to worry about selling the car or trading it in when you're ready to get a new one.Your driving habits: If you drive a lot, the cost of leasing a car may be higher because most leases come with mileage limits and you may have to pay extra fees if you go over those limits. In this case, it may be more economical to buy the car outright.The type of car you want: Luxury vehicles and certain types of cars may be more expensive to lease than to buy because their resale value tends to be higher. If you want a car that falls into this category, it may be more economical to buy it outright.Overall, whether it is more economical to buy or lease a car will depend on your specific circumstances, including your budget, driving habits, and the type of car you want. It's important to do your research and carefully consider your options before making a decision.",305,train
finance,finance:1960,0,"A good reference to what encompasses ""securities"" are detailed in the Securities Act of 1933, which was enacted by the United States federal government. One main exception, which I would still consider securities for your purposes, would be ""commercial paper"". These are exempt from the securities act because they mature in 270 days of less, but they function much like bonds or promissory notes Therefore though, it would not encompass currencies and commodities. It really comes down to the structure of the agreement for transferring or holding the particular kind of underlying asset.",93,train
finance,finance:1960,1,"The term ""security"" generally refers to financial instruments or assets that represent ownership in a company or an obligation to repay a debt. Some common types of securities include:Stock: Stock represents ownership in a company. When you own stock in a company, you are a shareholder and have the right to vote at shareholder meetings and receive dividends.Bonds: A bond is a debt security that represents an obligation to repay a debt. When you buy a bond, you are essentially lending money to the issuer in exchange for regular interest payments and the return of your principal when the bond matures.Mutual funds: A mutual fund is a type of investment vehicle that pools together money from many investors and uses that money to buy a diverse portfolio of securities.Exchange-traded funds (ETFs): An ETF is a type of investment vehicle that tracks the performance of a specific group of securities, such as a particular index or sector of the economy.Options: An option is a contract that gives the holder the right, but not the obligation, to buy or sell a security at a predetermined price on or before a certain date.Derivatives: A derivative is a financial instrument whose value is derived from the value of an underlying asset, such as a stock, bond, or commodity. Examples of derivatives include futures, options, and swaps.These are just a few examples of securities. There are many other types of securities that exist, and the term ""security"" can encompass a wide range of financial instruments.",250,train
medicine,medicine:1103,0,"Hello and welcome to ‘Ask A Doctor’ service.  I have reviewed your query and here is my advice. PCOS cause hormonal imbalance, ovarian dysfunction, menstrual irregularity and difficulty in conceiving. Along with this, following treatment will helpful to become pregnant:- Progesterone pill: It will be given in luteal phase. It make uterine environment favorable for implantation and support the pregnancy.- Metformin: decrease insulin resistance and mainatin glucose homeostasis.- Clomiphene citrate: It induces the ovualtion and should be taken from 3rd to 8th day. It increases the chance of pregnancy. It should be taken for 3-5 cycle. USG and ovarian follicle study should be done after taking it to know the ovarian follicle rupture. If follicle size will 18-21 mm then high chance of pregnancy. If ovarian follicle dose not rupture then HCG injection can be useful.So you can ask for above drugs to your gynecologist. Avoid stress, take small frequent meal rather than large meal, drink plenty of water, do regular exercise and maintain weight according to BMI.Hope I have answered your query. Let me know if I can assist you further.Regards, Dr. Sagar",184,train
medicine,medicine:1103,1,"Oosure is a brand of medication that contains the active ingredient clomiphene citrate. Clomiphene citrate is a medication that is commonly used to treat fertility problems in women who have polycystic ovary syndrome (PCOS). It is taken by mouth and works by stimulating the release of certain hormones that help to regulate ovulation, the process by which an egg is released from the ovary.

There is evidence to suggest that clomiphene citrate can be effective in helping women with PCOS to ovulate and become pregnant. However, it is important to note that fertility treatments, including clomiphene citrate, are not always successful and may not work for everyone. It is also important to note that clomiphene citrate is not the only treatment option for women with PCOS who are trying to become pregnant. Other options may include lifestyle changes (such as weight loss, exercise, and dietary changes) and other medications.

It is important to discuss your treatment options with your healthcare provider to determine the best course of action for you. They will be able to consider your specific situation and medical history and recommend a treatment plan that is most likely to be effective for you.",196,train
medicine,medicine:267,0,"ESR is a nonspecific test indicating the presence of an inflammatory condition. This could be due to an infection or to many other causes. The inflammatory process and the change in ESR could be due to the infection and would occur regardless of antibiotic treatment- it is part of the body's response to the infection. If the infection clears up with treatment, the inflammatory process will start to clear up, but signs of it such as the ESR may take some time to return to normal. The ESR is not useful for following the course of an infection. Again, it may also be due to an entirely different condition from the infection, such as arthritis, lupus, response to injuries, etc etc. Hope this helps.",124,train
medicine,medicine:267,1,"Erythrocyte sedimentation rate (ESR) is a blood test that measures the rate at which red blood cells (erythrocytes) sediment in a tube over a period of time. It is not a specific test for any particular disease, but it can be elevated in a variety of conditions, including infections, inflammation, and certain types of cancer. It is not uncommon for ESR to increase slightly in response to an infection, as the body's immune system responds to the infection by releasing substances that can cause inflammation.

There are several reasons why ESR may increase after starting antibiotics:

The infection is causing inflammation: As mentioned above, ESR can be elevated in response to inflammation, and infections can often cause inflammation. If the infection is causing inflammation, then ESR may increase as the body's immune system responds to the infection.

The antibiotics are causing inflammation: Some antibiotics can cause inflammation as a side effect. This is not a common side effect, but it is possible. If the antibiotics you are taking are causing inflammation, then ESR may increase as a result.

The infection is not responding to the antibiotics: If the infection is not responding to the antibiotics, then ESR may continue to increase despite treatment. This could be due to a number of factors, such as antibiotic resistance or an underlying condition that is making it difficult for the antibiotics to work effectively.

It is important to note that ESR is not a specific test for infection, and the presence of an infection does not necessarily mean that ESR will be elevated. Similarly, an increase in ESR does not necessarily mean that an infection is present. It is important to discuss any concerns or questions you have about your ESR with your healthcare provider. They can help interpret the results of your ESR test and determine the best course of treatment based on your individual situation.",314,train
medicine,medicine:479,0,"Hi, Pain can increase blood pressure. taking the pressure at multiple times including having a 24 hr monitoring of it would tell how much blood pressure there is. Without an exam, I can only give general information, and there is increased risk of stroke, heart attack and kidney failure above 150 certainly. Sometimes it can cause ringing in the ears. Hope I have answered your question. Let me know if I can assist you further. Regards,Dr. Matt Wachsman, Addiction Medicine Specialist",81,train
medicine,medicine:479,1,"I'm sorry to hear that you are experiencing pain, headaches, numbness, and high blood pressure after your surgery. It's important to follow up with your surgeon to address these symptoms and determine the appropriate course of action. In the meantime, there are some steps you can take to help manage your pain and other symptoms:

Take your pain medication as directed by your doctor. If you are experiencing side effects or your pain is not well-controlled, be sure to let your doctor know.

Try to relax and get plenty of rest. Stress and lack of sleep can make pain worse.

Use heat or cold therapy to help reduce pain and swelling. Heat can be applied with a heating pad or hot water bottle, while cold therapy can be applied with an ice pack or cold compress.

Try gentle stretches and low-impact exercises to help improve circulation and reduce stiffness. Avoid any activities that cause pain or discomfort.

Stay hydrated by drinking plenty of water. Dehydration can contribute to pain and headaches.

Avoid caffeine, alcohol, and tobacco, as they can worsen pain and interfere with the effectiveness of pain medication.

If you are experiencing numbness in your arm, try to elevate it above your heart to help improve circulation and reduce swelling.

It's important to follow your doctor's instructions and seek medical attention if your symptoms worsen or if you have any concerns.",232,train
finance,finance:1553,0,"Buy this book.  It is a short, simple crash course on personal finance, geared at someone in their 20s just starting out their career.  You can easily finish it in a weekend.  The book is a little dated at this point (pre housing bubble), but it is still valid.  I personally feel it is the best intro to personal finance out there. 99% of the financial advice you read online will be a variation of what is already in this book.  If you do what the book says, you should be in a solid position financially.  You won't be an investment guru or anything, but you will at least have the fundamentals. There are various ""protips"" for personal finance that go beyond the book, but I would advise against paying too much attention to them until you have the basics down.",141,train
finance,finance:1553,1,"There are several things that you can do to secure your financial future:Start saving and investing as early as possible: The earlier you start saving and investing, the more time you have for your money to grow through compound interest. Consider setting up a retirement account, such as a 401(k) or IRA, and contributing to it regularly.Create a budget and stick to it: A budget can help you better understand your income and expenses, and identify areas where you can cut back or save more. By sticking to a budget, you can ensure that you are saving and investing enough to meet your long-term financial goals.Pay off high-interest debt: If you have high-interest debt, such as credit card debt, it can be beneficial to focus on paying it off as soon as possible. This can help you save money on interest and free up more money for saving and investing.Build an emergency fund: It's important to have an emergency fund to cover unexpected expenses, such as a car repair or a medical bill. Aim to save enough money to cover at least three to six months' worth of living expenses.Seek financial advice: Consider consulting with a financial advisor or professional to help you plan for your financial future. They can help you create a personalized financial plan and make recommendations on saving, investing, and managing debt.",226,train
finance,finance:1606,0,"As cryptocurrencies are rather new compared to most assets, there hasn't been a lot of specific guidance for a lot of situation, but in 2014 the IRS announced that it published guidance in Notice 2014-21. I'm not aware of further guidance that has been published beyond that, though it wouldn't surprise me if treatments changed over time. In that notice, the answer to the first question describes the general treatment: For federal tax purposes, virtual currency is treated as property. General tax principles applicable to property transactions apply to transactions using virtual currency. Your specific questions (about what constitutes a ""business"", and when you're considered to be ""selling"" the cryptoproperty) are likely to be considered on a case by case basis by the IRS. As the amounts involved here are so small (relatively speaking), my recommendation would be to read through what the IRS has published carefully, make reasonable assumptions about what scenarios that are described are closest to what you're doing, and document doing so clearly as part of your tax preparations. And when in doubt, erring on the side of whichever option incurs more tax is unlikely to be objected to by them. Of course, I'm not a lawyer or tax advisor, I'm a stranger on the Internet, so for ""real"" advice you should contact somebody qualified. I doubt you'd be faulted too much for not doing so given the amounts involved. You could also attempt contacting a local IRS office or calling them with your specific questions, and they may be able to provide more specific guidance tailored to you, though doing so may not save you from an auditor deciding something differently if they were to examine your return later. There are also phone numbers to contact specific people listed at the end of Notice 2014-21; you could try calling them as well.",307,train
finance,finance:1606,1,"In the United States, cryptocurrency earnings must be reported on your tax return. This includes any earnings from selling cryptocurrency, as well as any payments made using cryptocurrency.Here are the steps for reporting cryptocurrency earnings on your tax return:Determine if you have a taxable event: A taxable event occurs when you sell or trade cryptocurrency, or when you use it to make a purchase. If you have had any of these types of transactions, you will need to report them on your tax return.Calculate your gain or loss: To determine your gain or loss, you will need to know the value of the cryptocurrency at the time of the transaction. If you bought the cryptocurrency, you will need to know the purchase price. If you received the cryptocurrency as a gift or as payment for goods or services, you will need to determine its value at the time you received it.Report your gain or loss: If you had a taxable event, you will need to report your gain or loss on your tax return. If you had a gain, it may be subject to capital gains tax. If you had a loss, you may be able to claim a capital loss deduction.Keep good records: It is important to keep records of all of your cryptocurrency transactions, including the date of the transaction, the type of cryptocurrency, the value of the cryptocurrency at the time of the transaction, and any fees associated with the transaction. This will make it easier for you to accurately report your cryptocurrency earnings on your tax return.You should consult with a tax professional or refer to the Internal Revenue Service (IRS) guidance on how to report cryptocurrency earnings on your tax return. The IRS has issued guidance on how to report cryptocurrency transactions, including information on what types of transactions are taxable and how to calculate gain or loss.",313,train
medicine,medicine:472,0,"Hi while pulling heavy cart you have started back and chest pain and back hurts more.In my practice , with this pic I would suspect vertebral injury and  go for an x ray of  affected part to rule out any spinal compression fracture . Pain killers , back support , rest and physiotherapy will help relieve the pain and the rest will depend on x rays. Yes you should consult your doctor if the pain does not go away in few days.",82,train
medicine,medicine:472,1,"Chest and back pain, especially if accompanied by chills, can be symptoms of a serious medical condition and should not be ignored. It is important to seek medical attention as soon as possible. Some possible causes of chest and back pain include muscle strain, pneumonia, pleurisy, a heart attack, or a kidney infection.

If you are experiencing chest pain, it is especially important to seek medical attention immediately as chest pain can be a sign of a heart attack. If you are experiencing chest pain, shortness of breath, nausea, or cold sweats, call 911 or your local emergency number right away.

If you are unable to see a doctor immediately, you can try taking over-the-counter pain medication and applying heat to the affected area to help alleviate the pain. However, it is important to keep in mind that these measures are only temporary and do not address the underlying cause of the pain.

In summary, if you are experiencing chest and back pain with chills, it is important to seek medical attention as soon as possible. Do not hesitate to call 911 or your local emergency number if you are experiencing chest pain or other symptoms of a serious medical condition.",201,train
finance,finance:2257,0,"First off learn from this:  Never cosign again.  There are plenty of other ""tales of woe"" outlined on this site that started and ended similarly. Secondly do what you can to get off of the loan.  First I'd go back to her dad and offer him $1000 to take you off the loan and sign over the car.  Maybe go up to $3000 if you have that much cash.  If that doesn't work go to the bank and offer them half of the loan balance to take you off.  You can sign a personal loan for that amount (maybe).  Whatever it takes to get off the loan.  If she has a new BF offer him the same deal as the dad. Why do you have to do this?  Because you owned an asset that was once valued at 13K and is valued at (probably) less than 4K.  Given that you have a loan on it the leverage works against you causing you to lose more money.  The goal now is to cut your losses and learn from your mistakes.     I feel like the goal of your post was to make your ex-gf look bad.  It's more important to do some self examination.  If she was such a bad person why did you date her?  Why did you enter a business transaction with her?  I'd recommend seeking counseling on why you make such poor choices and to help you avoid them in the future. Along these lines I'd also examine your goals in life.  If your desire is to be a wealthy person, then why would you borrow money to buy a car?  Seek to imitate rich people to become rich.  Picking the right friends and mates is an important part of this.   If you do not have a desire to be a wealthy person what does it matter?  Losing 13K over seven months is a small step in the ""right"" direction.",321,train
finance,finance:2257,1,"If you co-signed on a property, it means that you are jointly responsible for the property and any debts associated with it. If the property is being slowly destroyed, it may be due to neglect or failure to maintain it. If this is the case, it is important to address the issue as soon as possible to prevent further damage. Depending on the specifics of the situation, you may need to take action such as:Contacting the person who is responsible for maintaining the property: If you are co-signing on a property with someone else, it is important to communicate with them about the issue. You may need to ask them to take steps to address the problem, such as making necessary repairs or taking better care of the property.Seeking legal assistance: If the person responsible for maintaining the property is unwilling or unable to take action, you may need to seek legal assistance to address the issue. A lawyer can advise you on your options and help you take steps to protect your interests.Terminating your co-signing arrangement: If the situation cannot be resolved and the property continues to be neglected or damaged, you may need to consider terminating your co-signing arrangement. This could involve selling the property, refinancing to remove your name from the mortgage, or taking other steps to sever your financial ties to the property.It is important to be proactive in addressing any issues with co-signed property to protect your financial interests and prevent further damage.",248,train
finance,finance:2716,0,"There is a technique called the Elliott wave which explains these 'shocks'. The reversal directions you are questioning are part of the pattern, it is known as corrections. The Elliott wave is an indicator based on psychology of investors. Think about it this way, if you see a huge up trend what are you most likely to do, sell and make profit or continue, this is why there is a shock before it continues. Many people will sell to be safe, especially after hearing the bad news they won't risk it. By learning the Elliott wave you'll be able to make an educated decision on whether or not to stay or leave. Here are websites on the Elliott wave: http://stockcharts.com/school/doku.php?id=chart_school:market_analysis:elliott_wave_theory http://www.swing-trade-stocks.com/elliott-wave.html The Elliott wave is helpful in any time frame and works well with momentum. Hope this helps.",138,train
finance,finance:2716,1,"It can be difficult to know what to do when a trendline or pattern breaks, especially if the break is due to negative news. Here are a few things to consider:Assess the severity of the news: How significant is the negative news? Is it likely to have a long-term impact on the market or is it a temporary blip?Look for other indicators: Are there other technical indicators or fundamental factors that suggest the trendline or pattern may return?Consider the overall market trend: Is the market trend still generally positive, or has it turned negative?Use stop-loss orders: If you are holding a position and the trendline or pattern breaks, you may want to consider placing a stop-loss order to limit your potential losses.It's important to remember that markets can be volatile, and it's not uncommon for trendlines and patterns to break. It's always a good idea to diversify your portfolio and manage risk through techniques such as stop-loss orders.",158,train
finance,finance:2052,0,"There is a measure of protection for investors. It is not the level of protection provided by FDIC or NCUA but it does exist: Securities Investor Protection Corporation What SIPC Protects SIPC protects against the loss of cash and securities – such as stocks   and bonds – held by a customer at a financially-troubled SIPC-member   brokerage firm. The limit of SIPC protection is $500,000, which   includes a $250,000 limit for cash. Most customers of failed brokerage   firms when assets are missing from customer accounts are protected.   There is no requirement that a customer reside in or be a citizen of   the United States. A non-U.S. citizen with an account at a brokerage   firm that is a member of SIPC is treated the same as a resident or   citizen of the United States with an account at a brokerage firm that   is a member of SIPC. SIPC protection is limited. SIPC only protects the custody function of   the broker dealer, which means that SIPC works to restore to customers   their securities and cash that are in their accounts when the   brokerage firm liquidation begins. SIPC does not protect against the decline in value of your securities.   SIPC does not protect individuals who are sold worthless stocks and   other securities. SIPC does not protect claims against a broker for   bad investment advice, or for recommending inappropriate investments. It is important to recognize that SIPC protection is not the same as   protection for your cash at a Federal Deposit Insurance Corporation   (FDIC) insured banking institution because SIPC does not protect the   value of any security. Investments in the stock market are subject to fluctuations in market   value. SIPC was not created to protect these risks. That is why SIPC   does not bail out investors when the value of their stocks, bonds and   other investment falls for any reason. Instead, in a liquidation, SIPC   replaces the missing stocks and other securities when it is possible   to do so.",324,train
finance,finance:2052,1,"Mutual funds are generally considered to be relatively safe investments, but there is always a risk of loss, including the risk of default on the securities held by the fund. Default risk is the risk that a bond issuer will fail to make the required interest or principal payments on its bonds. When a bond defaults, the value of the bond can decline, which can result in a loss for the mutual fund that holds the bond.However, mutual funds diversify their holdings across a large number of securities, which can help to mitigate the impact of any one default on the overall value of the fund. In addition, mutual funds are required to disclose their holdings to investors, which can help investors to understand the default risk of the fund.It's important to note that no investment is completely risk-free, and it's important for investors to carefully consider their risk tolerance and investment objectives before making any investment decisions.",158,train
finance,finance:845,0,"If the job looks good, I wouldn't let having to relocate stop you. Some companies will help you with relocation expenses, like paying travel expenses, the movers, the security deposit on an apartment, etc. It doesn't hurt to ask if they ""help with moving expenses"". If they say no, fine. I wouldn't expect a company to decide not to hire you  for asking such a question. I would certainly not buy immediately upon moving. Buying a house is a serious long-term commitment. What if after a few months you discover that this job is not what you thought it was? What if you discover that you hate the area for whatever reason? Etc. Or even if you are absolutely sure that won't happen, it's very hard to buy a house long distance. How many trips can you make to look at different houses, learn about neighborhoods, get a feel for market prices, etc? A few years ago I moved just a couple of hundred miles to a neighboring state, and I rented an apartment for about 2 years before buying a house, for all these reasons. Assuming the company won't help with moving expenses, do you have the cash to make the move? If you're tight, it doesn't have to be all that expensive. If you're six months out of college you probably don't have a lot of stuff. (When I got my first job out of college, I fit everything I owned in the back seat of my Pinto, and tied my one piece of furniture to the roof. :-) If you can't fit all your stuff in your car, rent a truck and a tow bar to pull your car behind. Get a cheap apartment. You'll probably have to pay the first month's rent plus a security deposit. You can usually furnish your first apartment from garage sales and the like very cheaply. If you don't have the cash, do you have credit cards, or can your parents loan you some money? (They might be willing to loan you money to get you out of their house!)",349,train
finance,finance:845,1,"If you are considering relocating for your first job out of college, there are a few things you should consider before making the move.Cost of living: Research the cost of living in the city or town where you will be moving. This will help you determine how much you will need to earn in order to maintain your current standard of living.Housing options: Look into the availability and cost of housing in the area. If you will be renting, consider factors such as the average price of rent, the availability of apartments, and the quality of the housing stock.Transportation: Consider how you will get around in your new location. Is public transportation readily available and affordable? Is it easy to own a car in the area?Social and cultural amenities: Think about the types of social and cultural activities that are important to you, and research what is available in your new location. This can include things like restaurants, music venues, museums, and sports teams.Career opportunities: Research the job market in your new location and make sure there are good opportunities for your field. Consider the long-term prospects for your career in the area.Ultimately, relocating for your first job out of college can be a exciting and rewarding experience, but it is important to do your research and be prepared for the challenges and adjustments that come with moving to a new place.",232,train
finance,finance:1121,0,"First, don't use Yahoo's mangling of the XBRL data to do financial analysis.  Get it from the horse's mouth: http://www.sec.gov/edgar/searchedgar/companysearch.html Search for Facebook, select the latest 10-Q, and look at the income statement on pg. 6 (helpfully linked in the table of contents).  This is what humans do. When you do this, you see that Yahoo omitted FB's (admittedly trivial) interest expense.  I've seen much worse errors. If you're trying to scrape Yahoo... well do what you must.  You'll do better getting the XBRL data straight from EDGAR and mangling it yourself, but there's a learning curve, and if you're trying to compare lots of companies there's a problem of mapping everybody to a common chart of accounts. Second, assuming you're not using FCF as a valuation metric (which has got some problems)... you don't want to exclude interest expense from the calculation of free cash flow.  This becomes significant for heavily indebted firms. You might as well just start from net income and adjust from there... which, as it happens, is exactly the approach taken by the normal ""indirect"" form of the statement of cash flows.  That's what this statement is for.  Essentially you want to take cash flow from operations and subtract capital expenditures (from the cash flow from investments section).  It's not an encouraging sign that Yahoo's lines on the cash flow statement don't sum to the totals. As far as definitions go... working capital is not assets - liabilities, it is current assets - current liabilities.  Furthermore, you want to calculate changes in working capital, i.e. the difference in net current assets from the previous quarter.  What you're doing here is subtracting the company's accumulated equity capital from a single quarter's operating results, which is why you're getting an insane result that in no way resembles what appears in the statement of cash flows.  Also you seem to be using the numbers for the wrong quarter - 2014q4 instead of 2015q3. I can't figure out where you're getting your depreciation number from, but the statement of cash flows shows they booked $486M in depreciation for 2015q3; your number is high. FB doesn't have negative FCF.",359,train
finance,finance:1121,1,"Free cash flow (FCF) is a measure of a company's financial performance that reflects the amount of cash that a company generates after accounting for capital expenditures. It is calculated by subtracting capital expenditures (such as investments in property, plant, and equipment) from the company's operating cash flow.Here's the formula for calculating FCF:FCF = Operating Cash Flow - Capital ExpendituresTo calculate FCF, you'll need to know the company's operating cash flow and capital expenditures. These figures can be found in the company's financial statements, such as the cash flow statement and the balance sheet.Here's an example of how to calculate FCF:Let's say a company has an operating cash flow of $100,000 and capital expenditures of $50,000. The company's FCF would be $50,000 ($100,000 - $50,000).It's important to note that FCF can vary from one period to the next and is affected by a variety of factors, including the company's revenues, expenses, investments, and financing activities. As such, it's important to consider FCF over time and in the context of the company's overall financial performance.",174,train
