id,text,group,split,ai,low_quality
ai_ai06_train_telephone_exchange,"THE ORGANIZATION OF A TELEPHONE EXCHANGE.

The rapid growth of telephone service has made the exchange an important
mechanism in its own right. When only a small number of subscribers are
connected, the operator may establish a communication with little difficulty.
As the number increases, however, the possible combinations multiply rapidly,
and the exchange must provide an orderly means of making one connection while
preserving many others.

Each subscriber requires a line leading to the central office, together with
some means of indicating that service is requested. The operator then connects
the calling line with the line belonging to the desired subscriber. The
apparatus must make the connection secure without requiring an excessive number
of independent operations.

The chief difficulty is not the principle of connection but the management of
large numbers of simultaneous calls. A good exchange must provide sufficient
capacity while avoiding needless complication. Faults must also be located
promptly, for a defective contact in a central office may interfere with many
subscribers at once.

The telephone exchange illustrates a general principle of modern engineering:
when the number of users becomes large, organization may be as important as
the individual mechanism. The usefulness of each instrument depends upon the
ability of the entire system to work together.",ai06_train_telephone_exchange,train,1,
ai_ai07_valid_photography,"THE DEVELOPMENT OF PHOTOGRAPHIC PLATES.

The photographic plate is often regarded merely as a surface upon which the
image of an object is received, but the preparation of that surface determines
many of the useful qualities of the photograph. The sensitive material must
respond sufficiently to light, remain attached to the glass, and preserve the
image during the processes required to develop and fix it.

A plate intended for one purpose may not be equally suitable for another. A
portrait photographer desires a pleasing rendering of delicate tones, while an
astronomer is concerned with the detection of faint points of light. In each
case the value of the plate depends upon the relation between its sensitivity
and the character of the work.

The chemical preparation is therefore not a minor matter. Small changes in the
composition of the coating may alter the speed of exposure or the manner in
which detail is recorded. Storage must likewise be considered, since the
sensitive surface may deteriorate if improperly kept.

The progress of photography will probably come not from a single universal
plate but from the production of materials adapted to definite uses. The
important improvement is greater command over the conditions under which the
image is formed and preserved.",ai07_valid_photography,valid,1,
ai_ai08_valid_weather,"THE RECORDING OF WEATHER OBSERVATIONS.

The usefulness of meteorological observations depends greatly upon their
regularity. A thermometer read at one moment tells us something of the
temperature at that instant, but a succession of observations permits the
student to determine changes and recurring conditions. The same principle
applies to the pressure of the atmosphere, the direction of the wind and the
amount of cloud.

An observation is of little value if the position and condition of the
instrument are unknown. A thermometer exposed to the direct rays of the sun
may give a reading which cannot fairly be compared with one obtained in shade.
The instrument must therefore be placed according to a definite rule, and the
observer must follow the same method from day to day.

Long records are especially useful because individual disturbances then assume
their proper proportion. A single storm may attract attention because of its
violence, while a series of observations reveals whether such an event is rare
or forms part of a familiar seasonal pattern.

The object of systematic observation is not merely to accumulate figures. It
is to create a record from which changes may be distinguished from ordinary
variation. The value of a scientific observation lies as much in its manner of
collection as in the number which it finally produces.",ai08_valid_weather,valid,1,
ai_ai09_valid_mining_ventilation,"VENTILATION IN DEEP MINES.

As mines are carried to greater depths, the circulation of air becomes a matter
of increasing importance. The workmen require a continuous supply of air fit
for breathing, while gases produced within the workings must be removed. A
shaft which appears ample when the mine is shallow may prove inadequate after
new galleries have been opened at greater depth.

The movement of air is influenced by differences of temperature and pressure,
but mechanical assistance is often necessary where natural circulation is
insufficient. The ventilating fan then becomes one of the principal machines
connected with the mine.

The arrangement of the passages presents a further difficulty. Air will seek
the path offering the least resistance, so that a poorly planned system may
send too much of the supply through one portion while leaving another
insufficiently ventilated. Doors, partitions and properly directed openings are
therefore essential.

A satisfactory ventilation system must be judged by the condition actually
maintained in the workings. The size of the fan alone does not establish that
the arrangement is effective. The quantity of air delivered, its distribution
and the condition of the return passages must all be considered together.",ai09_valid_mining_ventilation,valid,1,
ai_ai10_test_optical_instruments,"THE ACCURACY OF OPTICAL INSTRUMENTS.

An optical instrument may possess excellent lenses and still fail to give a
satisfactory result if the parts are not properly aligned. The path of the
light must be maintained with considerable precision, for a small deviation in
one component may produce a visible error in the final image.

Telescopes, microscopes and surveying instruments differ greatly in their
construction, yet the same general principle applies to each. The observer
relies upon a definite relation between the separate optical surfaces. Changes
of temperature may alter dimensions sufficiently to disturb this relation,
while rough handling may produce a displacement which is not immediately
obvious.

It is therefore desirable that instruments be examined under conditions
resembling those in which they are to be used. An adjustment which appears
perfect in the workshop may require correction when the instrument is exposed
to a different temperature or mounted upon another support.

Accuracy is thus not merely a property of the glass. It is a property of the
complete instrument, including its frame, adjustments and method of use. The
best construction is one which preserves the intended optical relations while
remaining sufficiently robust for practical work.",ai10_test_optical_instruments,test,1,
ai_ai11_test_agricultural_machinery,"THE MODERN AGRICULTURAL MACHINE.

The introduction of machinery into agriculture has changed many operations
which formerly depended almost entirely upon manual labor. A machine may cut,
thresh or separate material with a regularity difficult to obtain by hand, but
its usefulness depends upon the circumstances of the farm as much as upon the
machine itself.

The soil, the crop, the available labor and the condition of the fields all
affect the result. A device which performs admirably under one set of
conditions may prove troublesome where the ground is uneven or the crop differs
in character. It is therefore dangerous to judge a machine solely by a
demonstration made under favorable circumstances.

Durability is another consideration. Agricultural machinery is exposed to
dust, moisture and irregular maintenance, and a complicated mechanism may lose
its advantage if delicate parts require frequent adjustment. Simplicity has a
value which cannot always be represented by a catalogue of improvements.

The most useful agricultural machine is consequently not necessarily the one
which performs the greatest number of operations. It is the one which performs
its intended work with sufficient speed, moderate expense and a reliability
suited to the conditions under which it must serve.",ai11_test_agricultural_machinery,test,1,
ai_ai12_test_urban_water_supply,"THE PURIFICATION OF CITY WATER.

The growth of towns has increased the necessity for a dependable supply of
water suitable for household use. A source which appears perfectly clear is
not necessarily free from undesirable impurities, and the character of the
water may change after heavy rain or other disturbance.

The first requirement is therefore knowledge of the source. Rivers, wells and
reservoirs each possess different conditions, and the manner in which water
reaches the inhabitants may introduce further opportunities for contamination.
Storage tanks and pipes must be maintained as carefully as the original
supply.

Filtration provides one means of improving the quality of water. Its action
depends upon the passage of the liquid through a material capable of retaining
unwanted substances, but the operation must be watched if the filter is to
remain effective. A filter which is neglected may give a false appearance of
security.

The problem of water supply illustrates the necessity of considering an entire
system rather than one operation. The source, treatment, storage and
distribution are connected, and failure in any part may influence the quality
received at the end of the service. Sound public arrangements therefore depend
upon continued observation and maintenance rather than upon one isolated
improvement.",ai12_test_urban_water_supply,test,1,
ai_ai13_train_bridge_design,"BRIDGES AND THE DISTRIBUTION OF WEIGHT.

The construction of a bridge requires more than sufficient strength in its
separate members. The weight placed upon the roadway must be conducted to the
supports in such a manner that no portion is required to perform a duty for
which it was not designed.

A beam resting upon two supports bends when loaded. The upper fibres are
compressed while the lower fibres are extended, and the amount of this change
depends upon the form and material of the beam. By arranging the members so
that the load follows several paths, the engineer may obtain greater strength
without a proportional increase in material.

The difficulty is increased when moving loads are considered. A bridge must
bear not only its own weight but also the varying pressure produced by carts,
engines, and other traffic. The structure therefore requires sufficient margin
to accommodate changes which cannot be predicted at one instant.

A good bridge is consequently not merely a strong object. It is an organized
system in which each member assists in carrying the load toward the supports.",ai13_train_bridge_design,train,1,
ai_ai14_train_clock_mechanisms,"THE ACCURACY OF CLOCK MECHANISMS.

The measurement of time depends upon the regularity of the mechanism employed.
A clock may contain a beautifully constructed train of wheels and yet fail to
keep satisfactory time if the regulating part is affected by temperature,
friction, or changes in the driving force.

The pendulum offers one means of maintaining regularity because its period is
comparatively stable. But even this arrangement is not entirely independent
of surrounding conditions. Changes in temperature alter the dimensions of the
rod, while variations in amplitude may influence the motion.

The object of the regulator is therefore to reduce these sources of error.
The driving force must be maintained within suitable limits, and the moving
parts must be constructed so that unnecessary friction is avoided.

The progress of clockmaking has consisted largely in reducing the number and
magnitude of such disturbances. Accuracy is obtained not by one ingenious
device alone, but by careful adjustment of all the conditions upon which the
motion depends.",ai14_train_clock_mechanisms,train,1,
ai_ai15_train_crop_rotation,"THE ROTATION OF CROPS.

The productive value of a field cannot always be maintained by growing the
same crop year after year. Plants remove particular substances from the soil,
and repeated cultivation may therefore lead to a gradual decline in the
condition required for successful growth.

Rotation provides one means of avoiding this difficulty. A grain crop may be
followed by another plant having different requirements, and the interval may
also permit weeds and certain pests to be controlled. The improvement does not
come from the mere change of name of the crop. Its effect depends upon the
relations among the plants selected and the condition in which each leaves the
soil.

The farmer must consequently consider the succession as a whole. A rotation
which appears satisfactory on paper may fail if the climate, drainage, or
market conditions render one of its stages unsuitable.

The useful principle is that agriculture should be regarded as a continuing
system rather than as a series of isolated harvests.",ai15_train_crop_rotation,train,1,
ai_ai16_train_factory_belts,"THE TRANSMISSION OF POWER BY BELTS.

In many workshops the motion of one shaft is communicated to another by means
of a belt. The arrangement is simple, but the regularity of the transmission
depends upon conditions which deserve attention.

A belt must possess sufficient tension to maintain contact with the pulleys.
If the tension is too small, slipping may occur; if it is too great, the load
upon the bearings is unnecessarily increased. The material of the belt and
the condition of the pulleys also influence the result.

As the distance between shafts increases, the arrangement becomes more
difficult to maintain. Changes in temperature and the gradual stretching of
the material alter the tension with time. Periodic adjustment is therefore
necessary.

The advantage of the belt system lies partly in its simplicity and its ability
to accommodate machinery arranged at convenient distances. Its successful
operation, however, depends upon maintaining a suitable relation among speed,
tension, friction, and load.",ai16_train_factory_belts,train,1,
ai_ai17_train_metal_casting,"THE COOLING OF CAST METALS.

When melted metal is poured into a mould, the solidification which follows is
not instantaneous. The outer surface may become solid while the interior
remains hot and fluid. The manner in which this cooling proceeds influences
the form and properties of the finished casting.

A mould which removes heat rapidly may produce a different structure from one
which cools the metal slowly. Unequal cooling can also produce internal
stresses because different portions of the casting contract at different
rates.

The thickness of the object is therefore an important consideration. A narrow
section may solidify while a thick portion remains fluid, and the resulting
contraction may leave a cavity or other defect.

Good casting practice requires attention to the shape of the mould as well as
to the composition of the metal. The finished object is determined not only by
what material is poured into the mould, but also by the history of its cooling.",ai17_train_metal_casting,train,1,
ai_ai18_train_sewer_systems,"THE CONSTRUCTION OF SEWERS.

A city sewer must carry away waste water with sufficient regularity to prevent
stagnation while avoiding unnecessary expense in construction. The inclination
of the pipe, its dimensions, and the quantity of water expected all enter into
the design.

A conduit which is too small may become obstructed, while one made excessively
large adds cost without providing a corresponding advantage. The velocity of
the current is also important, since a sluggish flow may permit material to
settle along the bottom.

Ventilation deserves attention because gases may accumulate when circulation
is imperfect. Access points are required so that obstructions can be discovered
and removed without disturbing the entire system.

The sewer is therefore a machine of a peculiar kind. It contains no engine,
yet its successful action depends upon the proper arrangement of passages,
gradients, inlets and outlets. A sound system is one whose separate parts work
together continuously under ordinary conditions.",ai18_train_sewer_systems,train,1,
ai_ai19_train_railway_brakes,"THE OPERATION OF RAILWAY BRAKES.

The safety of a railway train depends upon the ability to reduce its motion
within a suitable distance. The greater the weight and speed of the train,
the more work must be performed by the braking apparatus before the wheels are
brought to rest.

A brake acts by pressing a frictional surface against a moving wheel or other
member. The resulting resistance converts mechanical energy into heat. If the
pressure is too small, the stopping distance becomes excessive; if it is
applied too suddenly, the wheels may cease to rotate while the train continues
to move, reducing the useful effect.

A successful system therefore requires control as well as strength. The
brakes on different vehicles must respond with sufficient uniformity that the
train does not undergo violent changes in longitudinal force.

The history of railway brakes shows again that an apparatus must be judged as
a system. The strength of a single lever tells little unless the complete
chain of action can be made reliable.",ai19_train_railway_brakes,train,1,
ai_ai20_train_photographic_exposure,"THE DETERMINATION OF PHOTOGRAPHIC EXPOSURE.

The proper exposure of a photographic plate depends upon the quantity of light
received by the sensitive surface and upon the character of the subject. A
bright outdoor scene and a dim interior cannot be treated according to one
simple rule.

The opening of the lens controls the amount of light admitted, while the time
during which the plate is exposed determines how long the sensitive material
is affected. These quantities are related, and an alteration in one requires
a corresponding change in the other.

The subject itself introduces another consideration. A landscape containing
strong contrasts may demand a different treatment from an evenly illuminated
object. The purpose of the photograph also matters because detail in shadows
may sometimes be more important than the preservation of highlights.

Successful exposure is consequently a matter of judging several conditions
together rather than relying upon a single numerical table.",ai20_train_photographic_exposure,train,1,
ai_ai21_train_lighthouse_lenses,"THE LENSES OF LIGHTHOUSES.

The object of a lighthouse lens is to direct a considerable quantity of light
toward the horizon where it may be seen by distant vessels. A simple lamp
emits rays in many directions, much of whose illumination is consequently
wasted.

By arranging glass surfaces in suitable forms, the rays may be refracted into
a more useful path. The lens must be large enough to intercept the light
produced by the lamp and accurately shaped so that the desired beam is formed.

The revolving mechanism presents another problem. If the lens is caused to
move steadily, the observer at sea perceives a succession of flashes. The
interval and character of these flashes become part of the signal by which the
position of the lighthouse is recognized.

The apparatus therefore combines optics with mechanical motion. The brightness
of the lamp alone does not establish the usefulness of the lighthouse; the
light must be gathered, directed, and presented in a recognizable manner.",ai21_train_lighthouse_lenses,train,1,
ai_ai22_valid_airship_navigation,"NAVIGATION OF AIRSHIPS.

The movement of an airship introduces difficulties which are less conspicuous
in a vehicle supported by the ground. Wind affects the path directly, and a
change in altitude may alter both the speed and the character of the air
encountered.

The navigator must therefore distinguish between the direction in which the
ship points and the path actually followed over the earth. A steady wind from
one side may leave the vessel apparently well directed while carrying it far
from the intended course.

Instruments provide assistance, but measurements must be interpreted together.
A compass gives direction, while observation of landmarks or celestial bodies
may furnish an independent indication of progress.

The useful lesson is that navigation is not simply the steering of a machine.
It is the continuous comparison of intended motion with observed motion and
the correction of errors before they become large.",ai22_valid_airship_navigation,valid,1,
ai_ai23_valid_machinery_lubrication,"THE USE OF LUBRICANTS IN MACHINERY.

When two solid surfaces move against each other, resistance arises from the
irregularities of the surfaces and from the deformation which accompanies
contact. A lubricant interposed between them may reduce this resistance and
carry away some of the heat produced by motion.

The mere presence of oil does not guarantee satisfactory operation. Its
viscosity must be suitable for the speed and pressure involved, and the supply
must reach the actual bearing surfaces. An excess may be as inconvenient as a
deficiency.

Dust and other foreign matter introduce another difficulty. If particles
enter the bearing, they may increase wear despite the presence of lubricant.
Cleanliness of the surrounding machinery is therefore part of the lubrication
problem.

The value of a lubricant is best judged by its effect upon the complete
machine: reduced friction, moderate temperature, and preservation of the
working surfaces over time.",ai23_valid_machinery_lubrication,valid,1,
ai_ai24_valid_factory_ventilation,"VENTILATION OF FACTORIES.

A factory containing many workers must provide air in sufficient quantity to
replace that which has become warm or contaminated. Natural openings may be
adequate under favorable conditions, but their effect varies with the weather
and the arrangement of the building.

Mechanical ventilation offers greater control. Fans may create a definite
movement of air, but the success of the system depends upon the position of
the inlets and outlets. Air introduced at one point may pass directly to an
exit without properly reaching the occupied portions of the room.

Heat-producing machinery creates an additional demand because warm air tends
to rise and may collect beneath the roof. The arrangement should therefore
take account of the circulation produced by both machinery and occupants.

A satisfactory factory ventilation system is one that maintains acceptable
conditions throughout the working space, not merely one that moves a large
volume of air at the fan.",ai24_valid_factory_ventilation,valid,1,
ai_ai25_valid_railway_timetables,"THE PREPARATION OF RAILWAY TIMETABLES.

A railway timetable is a written representation of a complicated sequence of
movements. The arrival of one train may depend upon the departure of another,
while stations with limited track space may permit only certain combinations
of trains at one time.

The preparation of the schedule therefore requires attention to the physical
conditions of the line. The distance between stations, the speed of trains,
and the time required for loading and unloading all influence the possible
arrangements.

A timetable which appears convenient to passengers may be impracticable if it
allows no margin for ordinary delays. On the other hand, excessive intervals
waste the carrying capacity of the railway.

The best schedule is accordingly a compromise between speed, reliability and
efficient use of the line. Its success is measured not by the elegance of the
printed table but by the regularity with which the actual service can follow
it.",ai25_valid_railway_timetables,valid,1,
ai_ai26_test_electric_meters,"THE MEASUREMENT OF ELECTRIC CURRENT.

The increasing use of electric power has created a need for instruments by
which the quantity of electricity delivered to an installation may be
determined. A mere indication that a circuit is carrying current does not
tell the engineer how much energy has been supplied over a period of time.

An electric meter must therefore respond to a quantity related to the current
and duration of the operation. The mechanism may produce motion proportional
to the electrical work performed, allowing the total consumption to be read
from a scale or register.

Accuracy depends upon more than the indicating pointer. Friction, temperature
and changes in the electrical conditions may introduce errors, and the meter
must be constructed so that such influences remain within suitable limits.

The value of the instrument lies in converting an invisible process into a
record which can be examined, compared and used for practical accounting.",ai26_test_electric_meters,test,1,
ai_ai27_test_steam_boiler_inspection,"INSPECTION OF STEAM BOILERS.

A steam boiler is a vessel in which pressure and temperature are maintained
for the production of useful power. Because the stresses imposed upon its
walls may be considerable, regular inspection is essential.

The visible condition of the metal provides only part of the information
required. Corrosion may progress where it cannot easily be seen, while scale
inside the boiler may interfere with the transfer of heat and alter the
conditions under which the vessel operates.

Inspection should consequently consider the construction, water condition,
working pressure and history of the apparatus. A record made on one occasion
is more useful when it can be compared with earlier observations.

The object is not merely to discover defects after they become serious, but to
recognize changes while there is still time to correct them. Reliable operation
depends upon continued examination as well as sound original construction.",ai27_test_steam_boiler_inspection,test,1,
ai_ai28_test_river_navigation,"NAVIGATION OF RIVERS.

The navigation of a river depends upon more than the existence of a continuous
channel. Changes in depth, currents, bends and deposits of material may alter
the conditions under which vessels can pass.

A channel suitable in one season may become difficult in another if floods
remove material from one bank and deposit it elsewhere. The navigator must
therefore possess information concerning both the usual course of the river
and temporary changes.

Markers and charts provide assistance, while regular soundings reveal whether
the depth remains sufficient for vessels of a given draught. The cost of such
work must be compared with the value of maintaining reliable navigation.

A successful improvement does not attempt to force every river into the same
form. It begins with an understanding of the natural conditions and modifies
them only where the expected benefit justifies the work.",ai28_test_river_navigation,test,1,
ai_ai29_test_municipal_gas_lighting,"MUNICIPAL GAS LIGHTING.

The lighting of public streets requires a dependable supply of gas, suitable
lamps, and an arrangement that permits the flame to be maintained at useful
brightness. The expense is influenced not only by the quantity of gas consumed
but by losses occurring throughout the distribution system.

Pressure must be sufficient to carry the gas through the mains, yet excessive
pressure may create unnecessary difficulties at the burners. The condition of
the pipes also matters, since leakage represents both waste and reduced
service.

Street lamps require regular inspection because dirt, damaged fittings, or
irregular burners can reduce the useful light. The public sees only the flame,
but its quality depends upon the entire supply system behind it.

The economical provision of illumination therefore requires attention to
production, distribution, maintenance, and actual performance in the street.",ai29_test_municipal_gas_lighting,test,1,
ai_ai30_test_mining_drainage,"DRAINAGE OF MINES.

Water entering a mine may come from rain, underground springs, or surrounding
strata. As workings are extended, the quantity may increase and interfere with
both safety and productive work.

Pumps must be selected according to the expected inflow and the height through
which the water must be raised. A machine sufficient under ordinary conditions
may prove inadequate during an unusual increase, so some margin of capacity is
desirable.

The arrangement of drains and sumps is equally important. Water should be
directed toward collecting points from which it can be removed without
hindering the workmen.

Mining drainage illustrates the importance of preparing for variations in
conditions. The pumping engine is only one part of the system by which water
is collected, controlled, and discharged.",ai30_test_mining_drainage,test,1,
